RedFighter,BlueFighter,Location,TotalFightTimeSecs,FinishRoundTime,WeightClass,Date,Winner,FinishDetails,Finish
Curtis Blaydes,Francis Ngannou,"Beijing, China",45.0,0:45,Heavyweight,2018-11-24,Blue,Punch,KO/TKO
Alistair Overeem,Sergei Pavlovich,"Beijing, China",261.0,4:21,Heavyweight,2018-11-24,Red,Punches,KO/TKO
Song Yadong,Vince Morales,"Beijing, China",900.0,5:00,Bantamweight,2018-11-24,Red,,U-DEC
Li Jingliang,David Zawada,"Beijing, China",,,Welterweight,2018-11-24,Red,,KO/TKO
Song Kenan,Alex Morono,"Beijing, China",,,Welterweight,2018-11-24,Blue,,U-DEC
Wu Yanan,Lauren Mueller,"Beijing, China",,,Women's Flyweight,2018-11-24,Red,,SUB
Hu Yaozong,Rashad Coulter,"Beijing, China",900.0,5:00,Light Heavyweight,2018-11-24,Blue,,U-DEC
Weili Zhang,Jessica Aguilar,"Beijing, China",221.0,3:41,Women's Strawweight,2018-11-24,Red,Armbar,SUB
Liu Pingyuan,Martin Day,"Beijing, China",900.0,5:00,Bantamweight,2018-11-24,Red,,S-DEC
Yan Xiaonan,Syuri Kondo,"Beijing, China",,,Women's Strawweight,2018-11-24,Red,,S-DEC
Kevin Holland,John Phillips,"Beijing, China",845.0,4:05,Middleweight,2018-11-24,Red,Rear Naked Choke,SUB
Su Mudaerji,Louis Smolka,"Beijing, China",427.0,2:07,Bantamweight,2018-11-24,Blue,Armbar,SUB
Neil Magny,Santiago Ponzinibbio,"Buenos Aires, Buenos Aires, Argentina",1056.0,2:36,Welterweight,2018-11-17,Blue,Punch,KO/TKO
Ricardo Lamas,Darren Elkins,"Buenos Aires, Buenos Aires, Argentina",849.0,4:09,Featherweight,2018-11-17,Red,Elbows,KO/TKO
Khalil Rountree Jr.,Johnny Walker,"Buenos Aires, Buenos Aires, Argentina",117.0,1:57,Light Heavyweight,2018-11-17,Blue,Elbow,KO/TKO
Cezar Ferreira,Ian Heinisch,"Buenos Aires, Buenos Aires, Argentina",900.0,5:00,Middleweight,2018-11-17,Blue,,U-DEC
Guido Cannetti,Marlon Vera,"Buenos Aires, Buenos Aires, Argentina",391.0,1:31,Bantamweight,2018-11-17,Blue,Rear Naked Choke,SUB
Cynthia Calvillo,Poliana Botelho,"Buenos Aires, Buenos Aires, Argentina",288.0,4:48,Women's Strawweight,2018-11-17,Red,Rear Naked Choke,SUB
Michel Prazeres,Bartosz Fabinski,"Buenos Aires, Buenos Aires, Argentina",62.0,1:02,Welterweight,2018-11-17,Red,Guillotine Choke,SUB
Alexandre Pantoja,Ulka Sasaki,"Buenos Aires, Buenos Aires, Argentina",,,Flyweight,2018-11-17,Red,,KO/TKO
Humberto Bandenay,Austin Arnett,"Buenos Aires, Buenos Aires, Argentina",900.0,5:00,Featherweight,2018-11-17,Blue,,U-DEC
Laureano Staropoli,Hector Aldana,"Buenos Aires, Buenos Aires, Argentina",900.0,5:00,Welterweight,2018-11-17,Red,,U-DEC
Devin Powell,Jesus Pinedo,"Buenos Aires, Buenos Aires, Argentina",900.0,5:00,Lightweight,2018-11-17,Blue,,U-DEC
Nad Narimani,Anderson Dos Santos,"Buenos Aires, Buenos Aires, Argentina",900.0,5:00,Featherweight,2018-11-17,Red,,U-DEC
Chan Sung Jung,Yair Rodriguez,"Denver, Colorado, USA",1499.0,4:59,Featherweight,2018-11-10,Blue,Elbow,KO/TKO
Donald Cerrone,Mike Perry,"Denver, Colorado, USA",286.0,4:46,Welterweight,2018-11-10,Red,Armbar,SUB
Raquel Pennington,Germaine de Randamie,"Denver, Colorado, USA",900.0,5:00,Women's Bantamweight,2018-11-10,Blue,,U-DEC
Beneil Dariush,Thiago Moises,"Denver, Colorado, USA",900.0,5:00,Lightweight,2018-11-10,Red,,U-DEC
Maycee Barber,Hannah Cifers,"Denver, Colorado, USA",421.0,2:01,Women's Strawweight,2018-11-10,Red,Punches,KO/TKO
Michael Trizano,Luis Pena,"Denver, Colorado, USA",900.0,5:00,Lightweight,2018-11-10,Red,,S-DEC
Ashley Yoder,Amanda Cooper,"Denver, Colorado, USA",900.0,5:00,Women's Strawweight,2018-11-10,Red,,S-DEC
Chas Skelly,Bobby Moffett,"Denver, Colorado, USA",463.0,2:43,Featherweight,2018-11-10,Blue,D'Arce Choke,Overturned
Davi Ramos,John Gunther,"Denver, Colorado, USA",117.0,1:57,Lightweight,2018-11-10,Red,Rear Naked Choke,SUB
Devonte Smith,Julian Erosa,"Denver, Colorado, USA",46.0,0:46,Lightweight,2018-11-10,Red,Punches,KO/TKO
Joseph Morales,Eric Shelton,"Denver, Colorado, USA",900.0,5:00,Flyweight,2018-11-10,Blue,,S-DEC
Mark De La Rosa,Joby Sanchez,"Denver, Colorado, USA",900.0,5:00,Bantamweight,2018-11-10,Red,,S-DEC
Daniel Cormier,Derrick Lewis,"New York City, New York, USA",434.0,2:14,Heavyweight,2018-11-03,Red,Rear Naked Choke,SUB
Chris Weidman,Jacare Souza,"New York City, New York, USA",766.0,2:46,Middleweight,2018-11-03,Blue,Punches,KO/TKO
David Branch,Jared Cannonier,"New York City, New York, USA",339.0,0:39,Middleweight,2018-11-03,Blue,Punches,KO/TKO
Karl Roberson,Jack Marshman,"New York City, New York, USA",900.0,5:00,Middleweight,2018-11-03,Red,,U-DEC
Derek Brunson,Israel Adesanya,"New York City, New York, USA",291.0,4:51,Middleweight,2018-11-03,Blue,Punches,KO/TKO
Jason Knight,Jordan Rinaldi,"New York City, New York, USA",900.0,5:00,Featherweight,2018-11-03,Blue,,U-DEC
Sijara Eubanks,Roxanne Modafferi,"New York City, New York, USA",900.0,5:00,Women's Flyweight,2018-11-03,Red,,U-DEC
Julio Arce,Sheymon Moraes,"New York City, New York, USA",900.0,5:00,Featherweight,2018-11-03,Blue,,S-DEC
Lyman Good,Ben Saunders,"New York City, New York, USA",92.0,1:32,Welterweight,2018-11-03,Red,Punches,KO/TKO
Shane Burgos,Kurt Holobaugh,"New York City, New York, USA",131.0,2:11,Featherweight,2018-11-03,Red,Armbar,SUB
Adam Wieczorek,Marcos Rogerio de Lima,"New York City, New York, USA",900.0,5:00,Heavyweight,2018-11-03,Blue,,U-DEC
Volkan Oezdemir,Anthony Smith,"Moncton, New Brunswick, Canada",866.0,4:26,Light Heavyweight,2018-10-27,Blue,Rear Naked Choke,SUB
Michael Johnson,Artem Lobov,"Moncton, New Brunswick, Canada",900.0,5:00,Featherweight,2018-10-27,Red,,U-DEC
Misha Cirkunov,Patrick Cummins,"Moncton, New Brunswick, Canada",160.0,2:40,Light Heavyweight,2018-10-27,Red,Arm Triangle,SUB
Andre Soukhamthath,Jonathan Martinez,"Moncton, New Brunswick, Canada",900.0,5:00,Bantamweight,2018-10-27,Red,,U-DEC
Gian Villante,Ed Herman,"Moncton, New Brunswick, Canada",900.0,5:00,Light Heavyweight,2018-10-27,Red,,S-DEC
Alex Garcia,Court McGee,"Moncton, New Brunswick, Canada",900.0,5:00,Welterweight,2018-10-27,Blue,,U-DEC
Nordine Taleb,Sean Strickland,"Moncton, New Brunswick, Canada",490.0,3:10,Welterweight,2018-10-27,Blue,Punch,KO/TKO
Thibault Gouti,Nasrat Haqparast,"Moncton, New Brunswick, Canada",900.0,5:00,Lightweight,2018-10-27,Blue,,U-DEC
Calvin Kattar,Chris Fishgold,"Moncton, New Brunswick, Canada",251.0,4:11,Featherweight,2018-10-27,Red,Punch,KO/TKO
Sarah Moras,Talita Bernardo,"Moncton, New Brunswick, Canada",900.0,5:00,Women's Bantamweight,2018-10-27,Blue,,U-DEC
Te Edwards,Don Madge,"Moncton, New Brunswick, Canada",314.0,0:14,Lightweight,2018-10-27,Blue,Kick,KO/TKO
Arjan Bhullar,Marcelo Golm,"Moncton, New Brunswick, Canada",900.0,5:00,Heavyweight,2018-10-27,Red,,U-DEC
Stevie Ray,Jessin Ayari,"Moncton, New Brunswick, Canada",900.0,5:00,Lightweight,2018-10-27,Red,,U-DEC
Khabib Nurmagomedov,Conor McGregor,"Las Vegas, Nevada, USA",1083.0,3:03,Lightweight,2018-10-06,Red,Neck Crank,SUB
Tony Ferguson,Anthony Pettis,"Las Vegas, Nevada, USA",600.0,5:00,Lightweight,2018-10-06,Red,,KO/TKO
Ovince Saint Preux,Dominick Reyes,"Las Vegas, Nevada, USA",900.0,5:00,Light Heavyweight,2018-10-06,Blue,,U-DEC
Derrick Lewis,Alexander Volkov,"Las Vegas, Nevada, USA",889.0,4:49,Heavyweight,2018-10-06,Red,Punches,KO/TKO
Michelle Waterson,Felice Herrig,"Las Vegas, Nevada, USA",900.0,5:00,Women's Strawweight,2018-10-06,Red,,U-DEC
Sergio Pettis,Jussier Formiga,"Las Vegas, Nevada, USA",900.0,5:00,Flyweight,2018-10-06,Blue,,U-DEC
Vicente Luque,Jalin Turner,"Las Vegas, Nevada, USA",232.0,3:52,Welterweight,2018-10-06,Red,Punches,KO/TKO
Aspen Ladd,Tonya Evinger,"Las Vegas, Nevada, USA",206.0,3:26,Women's Bantamweight,2018-10-06,Red,Punches,KO/TKO
Scott Holtzman,Alan Patrick,"Las Vegas, Nevada, USA",822.0,3:42,Lightweight,2018-10-06,Red,Elbows,KO/TKO
Lina Lansberg,Yana Kunitskaya,"Las Vegas, Nevada, USA",900.0,5:00,Women's Bantamweight,2018-10-06,Blue,,U-DEC
Gray Maynard,Nik Lentz,"Las Vegas, Nevada, USA",379.0,1:19,Lightweight,2018-10-06,Blue,Kick,KO/TKO
Ryan LaFlare,Anthony Rocco Martin,"Las Vegas, Nevada, USA",660.0,1:00,Welterweight,2018-10-06,Blue,Kick,KO/TKO
Thiago Santos,Eryk Anders,"Sao Paulo, Sao Paulo, Brazil",900.0,5:00,Light Heavyweight,2018-09-22,Red,,KO/TKO
Alex Oliveira,Carlo Pedersoli,"Sao Paulo, Sao Paulo, Brazil",,,Welterweight,2018-09-22,Red,,S-DEC
Sam Alvey,Rogerio Nogueira,"Sao Paulo, Sao Paulo, Brazil",360.0,1:00,Light Heavyweight,2018-09-22,Blue,Punch,KO/TKO
Renan Barao,Andre Ewell,"Sao Paulo, Sao Paulo, Brazil",900.0,5:00,Bantamweight,2018-09-22,Blue,,S-DEC
Charles Oliveira,Christos Giagos,"Sao Paulo, Sao Paulo, Brazil",502.0,3:22,Lightweight,2018-09-22,Red,Rear Naked Choke,SUB
Francisco Trinaldo,Evan Dunham,"Sao Paulo, Sao Paulo, Brazil",550.0,4:10,Lightweight,2018-09-22,Red,Knee,KO/TKO
Luis Henrique,Ryan Spann,"Sao Paulo, Sao Paulo, Brazil",900.0,5:00,Light Heavyweight,2018-09-22,Blue,,U-DEC
Augusto Sakai,Chase Sherman,"Sao Paulo, Sao Paulo, Brazil",843.0,4:03,Heavyweight,2018-09-22,Red,Punches,KO/TKO
Sergio Moraes,Ben Saunders,"Sao Paulo, Sao Paulo, Brazil",582.0,4:42,Welterweight,2018-09-22,Red,Arm Triangle,SUB
Mayra Bueno Silva,Gillian Robertson,"Sao Paulo, Sao Paulo, Brazil",295.0,4:55,Women's Flyweight,2018-09-22,Red,Armbar,SUB
Thales Leites,Hector Lombard,"Sao Paulo, Sao Paulo, Brazil",900.0,5:00,Middleweight,2018-09-22,Red,,U-DEC
Elizeu Zaleski dos Santos,Luigi Vendramini,"Sao Paulo, Sao Paulo, Brazil",380.0,1:20,Welterweight,2018-09-22,Red,Flying Knee,KO/TKO
Livinha Souza,Alex Chambers,"Sao Paulo, Sao Paulo, Brazil",81.0,1:21,Women's Strawweight,2018-09-22,Red,Guillotine Choke,SUB
Mark Hunt,Aleksei Oleinik,"Moscow, Moscow, Russia",266.0,4:26,Heavyweight,2018-09-15,Blue,Rear Naked Choke,SUB
Jan Blachowicz,Nikita Krylov,"Moscow, Moscow, Russia",461.0,2:41,Light Heavyweight,2018-09-15,Red,Arm Triangle,SUB
Andrei Arlovski,Shamil Abdurakhimov,"Moscow, Moscow, Russia",900.0,5:00,Heavyweight,2018-09-15,Blue,,U-DEC
Aleksei Kunchenko,Thiago Alves,"Moscow, Moscow, Russia",900.0,5:00,Welterweight,2018-09-15,Red,,U-DEC
Khalid Murtazaliev,CB Dollaway,"Moscow, Moscow, Russia",600.0,5:00,Middleweight,2018-09-15,Red,Punches,KO/TKO
Petr Yan,Jin Soo Son,"Moscow, Moscow, Russia",900.0,5:00,Bantamweight,2018-09-15,Red,,U-DEC
Rustam Khabilov,Kajan Johnson,"Moscow, Moscow, Russia",900.0,5:00,Lightweight,2018-09-15,Red,,S-DEC
Mairbek Taisumov,Desmond Green,"Moscow, Moscow, Russia",900.0,5:00,Lightweight,2018-09-15,Red,,U-DEC
Magomed Ankalaev,Marcin Prachnio,"Moscow, Moscow, Russia",189.0,3:09,Light Heavyweight,2018-09-15,Red,Kick,KO/TKO
Adam Yandiev,Jordan Johnson,"Moscow, Moscow, Russia",342.0,0:42,Middleweight,2018-09-15,Blue,Arm Triangle,SUB
Ramazan Emeev,Stefan Sekulic,"Moscow, Moscow, Russia",900.0,5:00,Welterweight,2018-09-15,Red,,U-DEC
Merab Dvalishvili,Terrion Ware,"Moscow, Moscow, Russia",900.0,5:00,Bantamweight,2018-09-15,Red,,U-DEC
Tyron Woodley,Darren Till,"Dallas, Texas, USA",559.0,4:19,Welterweight,2018-09-08,Red,D'Arce Choke,SUB
Jessica Andrade,Karolina Kowalkiewicz,"Dallas, Texas, USA",118.0,1:58,Women's Strawweight,2018-09-08,Red,Punch,KO/TKO
Zabit Magomedsharipov,Brandon Davis,"Dallas, Texas, USA",526.0,3:46,Featherweight,2018-09-08,Red,Kneebar,SUB
Jimmie Rivera,John Dodson,"Dallas, Texas, USA",900.0,5:00,Bantamweight,2018-09-08,Red,,U-DEC
Abdul Razak Alhassan,Niko Price,"Dallas, Texas, USA",43.0,0:43,Welterweight,2018-09-08,Red,Punches,KO/TKO
Carla Esparza,Tatiana Suarez,"Dallas, Texas, USA",873.0,4:33,Women's Strawweight,2018-09-08,Blue,Punches,KO/TKO
Aljamain Sterling,Cody Stamann,"Dallas, Texas, USA",522.0,3:42,Bantamweight,2018-09-08,Red,Kneebar,SUB
Geoff Neal,Frank Camacho,"Dallas, Texas, USA",383.0,1:23,Welterweight,2018-09-08,Red,Kick,KO/TKO
Charles Byrd,Darren Stewart,"Dallas, Texas, USA",437.0,2:17,Middleweight,2018-09-08,Blue,Elbow,KO/TKO
Diego Sanchez,Craig White,"Dallas, Texas, USA",900.0,5:00,Welterweight,2018-09-08,Red,,U-DEC
Jim Miller,Alex White,"Dallas, Texas, USA",89.0,1:29,Lightweight,2018-09-08,Red,Rear Naked Choke,SUB
Irene Aldana,Lucie Pudilova,"Dallas, Texas, USA",900.0,5:00,Women's Bantamweight,2018-09-08,Red,,S-DEC
Roberto Sanchez,Jarred Brooks,"Dallas, Texas, USA",,,Flyweight,2018-09-08,Blue,,SUB
Justin Gaethje,James Vick,"Lincoln, Nebraska, USA",87.0,1:27,Lightweight,2018-08-25,Red,Punch,KO/TKO
Michael Johnson,Andre Fili,"Lincoln, Nebraska, USA",900.0,5:00,Featherweight,2018-08-25,Red,,S-DEC
Cortney Casey,Angela Hill,"Lincoln, Nebraska, USA",900.0,5:00,Women's Strawweight,2018-08-25,Red,,S-DEC
Jake Ellenberger,Bryan Barberena,"Lincoln, Nebraska, USA",146.0,2:26,Welterweight,2018-08-25,Blue,Punch,KO/TKO
John Moraga,Deiveson Figueiredo,"Lincoln, Nebraska, USA",488.0,3:08,Flyweight,2018-08-25,Blue,Punch,KO/TKO
Eryk Anders,Tim Williams,"Lincoln, Nebraska, USA",882.0,4:42,Middleweight,2018-08-25,Red,Kick,KO/TKO
James Krause,Warlley Alves,"Lincoln, Nebraska, USA",448.0,2:28,Welterweight,2018-08-25,Red,Flying Knee,KO/TKO
Cory Sandhagen,Iuri Alcantara,"Lincoln, Nebraska, USA",361.0,1:01,Bantamweight,2018-08-25,Red,Punches,KO/TKO
Andrew Sanchez,Markus Perez,"Lincoln, Nebraska, USA",900.0,5:00,Middleweight,2018-08-25,Red,,U-DEC
Mickey Gall,George Sullivan,"Lincoln, Nebraska, USA",69.0,1:09,Welterweight,2018-08-25,Red,Rear Naked Choke,SUB
Joanne Calderwood,Kalindra Faria,"Lincoln, Nebraska, USA",297.0,4:57,Women's Flyweight,2018-08-25,Red,Armbar,SUB
Drew Dober,Jon Tuck,"Lincoln, Nebraska, USA",900.0,5:00,Lightweight,2018-08-25,Red,,U-DEC
Rani Yahya,Luke Sanders,"Lincoln, Nebraska, USA",91.0,1:31,Bantamweight,2018-08-25,Red,Heel Hook,SUB
TJ Dillashaw,Cody Garbrandt,"Los Angeles, California, USA",250.0,4:10,Bantamweight,2018-08-04,Red,Punches,KO/TKO
Demetrious Johnson,Henry Cejudo,"Los Angeles, California, USA",1500.0,5:00,Flyweight,2018-08-04,Blue,,S-DEC
Cub Swanson,Renato Moicano,"Los Angeles, California, USA",255.0,4:15,Featherweight,2018-08-04,Blue,Rear Naked Choke,SUB
Polyana Viana,JJ Aldrich,"Los Angeles, California, USA",900.0,5:00,Women's Strawweight,2018-08-04,Blue,,U-DEC
Thiago Santos,Kevin Holland,"Los Angeles, California, USA",900.0,5:00,Middleweight,2018-08-04,Red,,U-DEC
Pedro Munhoz,Brett Johns,"Los Angeles, California, USA",900.0,5:00,Bantamweight,2018-08-04,Red,,U-DEC
Ricky Simon,Montel Jackson,"Los Angeles, California, USA",900.0,5:00,Bantamweight,2018-08-04,Red,,U-DEC
Ricardo Ramos,Kyung Ho Kang,"Los Angeles, California, USA",900.0,5:00,Bantamweight,2018-08-04,Red,,S-DEC
Matt Sayles,Sheymon Moraes,"Los Angeles, California, USA",900.0,5:00,Featherweight,2018-08-04,Blue,,U-DEC
Alex Perez,Jose Torres,"Los Angeles, California, USA",226.0,3:46,Flyweight,2018-08-04,Red,Punches,KO/TKO
Danielle Taylor,Weili Zhang,"Los Angeles, California, USA",900.0,5:00,Women's Strawweight,2018-08-04,Blue,,U-DEC
Marlon Vera,Wuliji Buren,"Los Angeles, California, USA",593.0,4:53,Bantamweight,2018-08-04,Red,Punch,KO/TKO
Eddie Alvarez,Dustin Poirier,"Calgary, Alberta, Canada",545.0,4:05,Lightweight,2018-07-28,Blue,Punches,KO/TKO
Jose Aldo,Jeremy Stephens,"Calgary, Alberta, Canada",259.0,4:19,Featherweight,2018-07-28,Red,Punches,KO/TKO
Joanna Jedrzejczyk,Tecia Torres,"Calgary, Alberta, Canada",900.0,5:00,Women's Strawweight,2018-07-28,Red,,U-DEC
Alexander Hernandez,Olivier Aubin-Mercier,"Calgary, Alberta, Canada",900.0,5:00,Lightweight,2018-07-28,Red,,U-DEC
Jordan Mein,Alex Morono,"Calgary, Alberta, Canada",900.0,5:00,Welterweight,2018-07-28,Red,,U-DEC
Hakeem Dawodu,Austin Arnett,"Calgary, Alberta, Canada",900.0,5:00,Featherweight,2018-07-28,Red,,U-DEC
Kajan Johnson,Islam Makhachev,"Calgary, Alberta, Canada",283.0,4:43,Lightweight,2018-07-28,Blue,Armbar,SUB
Gadzhimurad Antigulov,Ion Cutelaba,"Calgary, Alberta, Canada",265.0,4:25,Light Heavyweight,2018-07-28,Blue,Elbows,KO/TKO
John Makdessi,Ross Pearson,"Calgary, Alberta, Canada",900.0,5:00,Lightweight,2018-07-28,Red,,U-DEC
Alexis Davis,Katlyn Chookagian,"Calgary, Alberta, Canada",900.0,5:00,Women's Flyweight,2018-07-28,Blue,,U-DEC
Dustin Ortiz,Matheus Nicolau,"Calgary, Alberta, Canada",,,Flyweight,2018-07-28,Red,,SUB
Randa Markos,Nina Ansaroff,"Calgary, Alberta, Canada",900.0,5:00,Women's Strawweight,2018-07-28,Blue,,U-DEC
Devin Powell,Alvaro Herrera,"Calgary, Alberta, Canada",,,Lightweight,2018-07-28,Red,,SUB
Mauricio Rua,Anthony Smith,"Hamburg, Hamburg, Germany",89.0,1:29,Light Heavyweight,2018-07-22,Blue,Punches,KO/TKO
Glover Teixeira,Corey Anderson,"Hamburg, Hamburg, Germany",900.0,5:00,Light Heavyweight,2018-07-22,Blue,,U-DEC
Vitor Miranda,Abu Azaitar,"Hamburg, Hamburg, Germany",900.0,5:00,Middleweight,2018-07-22,Blue,,U-DEC
Marcin Tybura,Stefan Struve,"Hamburg, Hamburg, Germany",900.0,5:00,Heavyweight,2018-07-22,Red,,U-DEC
Danny Roberts,David Zawada,"Hamburg, Hamburg, Germany",900.0,5:00,Welterweight,2018-07-22,Red,,S-DEC
Nasrat Haqparast,Marc Diakiese,"Hamburg, Hamburg, Germany",900.0,5:00,Lightweight,2018-07-22,Red,,U-DEC
Nick Hein,Damir Hadzovic,"Hamburg, Hamburg, Germany",900.0,5:00,Lightweight,2018-07-22,Blue,,S-DEC
Emil Meek,Bartosz Fabinski,"Hamburg, Hamburg, Germany",900.0,5:00,Welterweight,2018-07-22,Blue,,U-DEC
Khalid Taha,Nad Narimani,"Hamburg, Hamburg, Germany",900.0,5:00,Featherweight,2018-07-22,Blue,,U-DEC
Justin Ledet,Aleksandar Rakic,"Hamburg, Hamburg, Germany",900.0,5:00,Light Heavyweight,2018-07-22,Blue,,U-DEC
Davey Grant,Manny Bermudez,"Hamburg, Hamburg, Germany",59.0,0:59,Bantamweight,2018-07-22,Blue,Triangle Choke,SUB
Jeremy Kimball,Darko Stosic,"Hamburg, Hamburg, Germany",193.0,3:13,Light Heavyweight,2018-07-22,Blue,Elbows,KO/TKO
Damian Stasiak,Liu Pingyuan,"Hamburg, Hamburg, Germany",900.0,5:00,Bantamweight,2018-07-22,Blue,,U-DEC
Junior Dos Santos,Blagoy Ivanov,"Boise, Idaho, USA",1500.0,5:00,Heavyweight,2018-07-14,Red,,U-DEC
Sage Northcutt,Zak Ottow,"Boise, Idaho, USA",493.0,3:13,Welterweight,2018-07-14,Red,Punch,KO/TKO
Dennis Bermudez,Rick Glenn,"Boise, Idaho, USA",900.0,5:00,Featherweight,2018-07-14,Blue,,S-DEC
Randy Brown,Niko Price,"Boise, Idaho, USA",369.0,1:09,Welterweight,2018-07-14,Blue,Punch,KO/TKO
Myles Jury,Chad Mendes,"Boise, Idaho, USA",172.0,2:52,Featherweight,2018-07-14,Blue,Punch,KO/TKO
Cat Zingano,Marion Reneau,"Boise, Idaho, USA",900.0,5:00,Women's Bantamweight,2018-07-14,Red,,U-DEC
Eddie Wineland,Alejandro Perez,"Boise, Idaho, USA",900.0,5:00,Bantamweight,2018-07-14,Blue,,U-DEC
Darren Elkins,Alexander Volkanovski,"Boise, Idaho, USA",900.0,5:00,Featherweight,2018-07-14,Blue,,U-DEC
Justin Scoggins,Said Nurmagomedov,"Boise, Idaho, USA",900.0,5:00,Flyweight,2018-07-14,Blue,,S-DEC
Kurt Holobaugh,Raoni Barcelos,"Boise, Idaho, USA",689.0,1:29,Featherweight,2018-07-14,Blue,Punch,KO/TKO
Liz Carmouche,Jennifer Maia,"Boise, Idaho, USA",900.0,5:00,Women's Flyweight,2018-07-14,Red,,U-DEC
Mark De La Rosa,Elias Garcia,"Boise, Idaho, USA",420.0,2:00,Flyweight,2018-07-14,Red,Rear Naked Choke,SUB
Jessica Aguilar,Jodie Esquibel,"Boise, Idaho, USA",900.0,5:00,Women's Strawweight,2018-07-14,Red,,U-DEC
Stipe Miocic,Daniel Cormier,"Las Vegas, Nevada, USA",273.0,4:33,Heavyweight,2018-07-07,Blue,Punches,KO/TKO
Francis Ngannou,Derrick Lewis,"Las Vegas, Nevada, USA",900.0,5:00,Heavyweight,2018-07-07,Blue,,U-DEC
Paul Felder,Mike Perry,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2018-07-07,Blue,,S-DEC
Michael Chiesa,Anthony Pettis,"Las Vegas, Nevada, USA",352.0,0:52,Lightweight,2018-07-07,Blue,Triangle Choke,SUB
Gokhan Saki,Khalil Rountree Jr.,"Las Vegas, Nevada, USA",96.0,1:36,Light Heavyweight,2018-07-07,Blue,Punches,KO/TKO
Uriah Hall,Paulo Costa,"Las Vegas, Nevada, USA",458.0,2:38,Middleweight,2018-07-07,Blue,Punches,KO/TKO
Raphael Assuncao,Rob Font,"Las Vegas, Nevada, USA",900.0,5:00,Bantamweight,2018-07-07,Red,,U-DEC
Lando Vannata,Drakkar Klose,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2018-07-07,Blue,,U-DEC
Curtis Millender,Max Griffin,"Las Vegas, Nevada, USA",900.0,5:00,Welterweight,2018-07-07,Red,,U-DEC
Dan Hooker,Gilbert Burns,"Las Vegas, Nevada, USA",148.0,2:28,Lightweight,2018-07-07,Red,Punches,KO/TKO
Jamie Moyle,Emily Whitmire,"Las Vegas, Nevada, USA",900.0,5:00,Women's Strawweight,2018-07-07,Blue,,U-DEC
Brad Tavares,Israel Adesanya,"Las Vegas, Nevada, USA",1500.0,5:00,Middleweight,2018-07-06,Blue,,U-DEC
Michael Trizano,Joe Giannetti,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2018-07-06,Red,,S-DEC
Jay Cucciniello,Brad Katona,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2018-07-06,Blue,,U-DEC
Alex Caceres,Martin Bravo,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2018-07-06,Red,,S-DEC
Roxanne Modafferi,Barb Honchak,"Las Vegas, Nevada, USA",512.0,3:32,Women's Flyweight,2018-07-06,Red,Elbows,KO/TKO
Alessio Di Chirico,Julian Marquez,"Las Vegas, Nevada, USA",900.0,5:00,Middleweight,2018-07-06,Red,,S-DEC
Montana De La Rosa,Rachael Ostovich,"Las Vegas, Nevada, USA",861.0,4:21,Women's Flyweight,2018-07-06,Red,Rear Naked Choke,SUB
Luis Pena,Richie Smullen,"Las Vegas, Nevada, USA",212.0,3:32,Lightweight,2018-07-06,Red,Guillotine Choke,SUB
John Gunther,Allan Zuniga,"Las Vegas, Nevada, USA",900.0,5:00,Lightweight,2018-07-06,Red,,M-DEC
Tyler Diamond,Bryce Mitchell,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2018-07-06,Blue,,M-DEC
Matt Bessette,Steven Peterson,"Las Vegas, Nevada, USA",900.0,5:00,Featherweight,2018-07-06,Blue,,S-DEC
Gerald Meerschaert,Oskar Piechota,"Las Vegas, Nevada, USA",595.0,4:55,Middleweight,2018-07-06,Red,Rear Naked Choke,SUB
Donald Cerrone,Leon Edwards,"Kallang, Singapore",1500.0,5:00,Welterweight,2018-06-23,Blue,,U-DEC
Ovince Saint Preux,Tyson Pedro,"Kallang, Singapore",174.0,2:54,Light Heavyweight,2018-06-23,Red,Armbar,SUB
Jessica-Rose Clark,Jessica Eye,"Kallang, Singapore",900.0,5:00,Women's Flyweight,2018-06-23,Blue,,U-DEC
Li Jingliang,Daichi Abe,"Kallang, Singapore",,,Welterweight,2018-06-23,Red,,KO/TKO
Teruto Ishihara,Petr Yan,"Kallang, Singapore",208.0,3:28,Bantamweight,2018-06-23,Blue,Punch,KO/TKO
Felipe Arantes,Song Yadong,"Kallang, Singapore",599.0,4:59,Bantamweight,2018-06-23,Blue,Elbow,KO/TKO
Rolando Dy,Shane Young,"Kallang, Singapore",580.0,4:40,Featherweight,2018-06-23,Blue,Elbow,KO/TKO
Song Kenan,Hector Aldana,"Kallang, Singapore",,,Welterweight,2018-06-23,Red,,SUB
Shinsho Anzai,Jake Matthews,"Kallang, Singapore",164.0,2:44,Welterweight,2018-06-23,Blue,Rear Naked Choke,SUB
Viviane Pereira,Yan Xiaonan,"Kallang, Singapore",,,Women's Strawweight,2018-06-23,Blue,,KO/TKO
Matt Schnell,Naoki Inoue,"Kallang, Singapore",900.0,5:00,Flyweight,2018-06-23,Red,,S-DEC
